date,text,hashtags,sentiment,words
Sun Mar 18 16:22:06 +0000 2018,Suivez en direct l’élection présidentielle en Russie https://t.co/Crur5KQj9U,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie"
Sun Mar 18 16:22:05 +0000 2018,Affaire Skripal. Londres doit être ferme face à Poutine https://t.co/O5k189QHJZ https://t.co/gTDbK1s7Xf,NO HASHTAG,positif,"affaire,skripal,londr,devoir,être,ferme,face,poutine"
Sun Mar 18 16:22:05 +0000 2018,Affaire Skripal. Londres doit être ferme face à Poutine https://t.co/V6MrpclQ0m,NO HASHTAG,positif,"affaire,skripal,londr,devoir,être,ferme,face,poutine"
Sun Mar 18 16:22:01 +0000 2018,Suivez en direct l’élection présidentielle en Russie https://t.co/UAPgodjYgH,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie"
Sun Mar 18 16:22:00 +0000 2018,"@charledarc @DuncanElora @bernardsala @JRochedy Il y a une opposition en Russie. T acceptes pas mais c est un fait. Si le joural Le monde  te dit qu elle est fantoche, crois les. C est toi que ca regarde, mais ca n en fait pas une verite. Quand je vois les mensonges de nos journaux sur la Syrie je me marre!",NO HASHTAG,positif,"charledarc,duncanelora,bernardsala,jrochedy,avoir,opposition,russie,accept,faire,si,joural,monde,dire,fantoche,croire,ca,regard,ca,faire,verite,quand,voi,mensonge,journal,syrie,marr"
Sun Mar 18 06:28:20 +0000 2018,"‼️La vérité sur l’affaire de l’empoisonnement de l’espion russe Serguei #Skripal en Grande-Bretagne avec le colonel Alain Corvez et Alain Juillet(ex-DGSE) #Poutine #theresamay #Salisbury 
➡️ https://t.co/xDCoABej14 #russie https://t.co/ChXdv4VXb5",Skripal,positif,"‼️la,vérité,laffair,lempoisonnement,lespion,russe,serguei,skripal,grandebretagn,colonel,alain,corver,alain,juilletexdgs,poutine,theresamay,salisbury,➡,️,russie"
Sun Mar 18 16:21:59 +0000 2018,Je serai en direct sur @RTenfrancais à partir de 22H pour parler de l'élection en Russie. https://t.co/oTGSw3dgMl https://t.co/NpiDQdEjAL,NO HASHTAG,positif,"direct,rtenfrancer,partir,22h,parler,élection,russie"
Sun Mar 18 16:21:54 +0000 2018,@lemondefr Il n'y a aucune mainmise . Son élection est transparente car les Russes preferent confier leur mays à un homme fort qui les protège de l'occident que de le confier à des marionnettes . Simple à comprendre.  Longue vie à #VladimirPoutine,NO HASHTAG,positif,"lemondefr,yu,avoir,aucun,mainmise,élection,transparent,car,russe,preferer,confier,may,homme,fort,protéger,occident,confier,marionnett,simple,comprendre,long,vie,vladimirpoutine"
Sun Mar 18 16:21:50 +0000 2018,"@heliotrope4 Ces dingues ces gens, tu ne les vois jamais chier sur Erdogan ou le Roi d'Arabie Saoudite. Le Poutine devient la bête noire de tout le monde et occupe 90 % des  médias.",NO HASHTAG,neutre,"heliotrope4,dingue,gens,voi,jamais,chier,erdogan,roi,arabie,saoudite,poutine,devenir,bête,noir,tout,monde,occuper,90,média"
Sat Mar 17 21:16:42 +0000 2018,Nous remercions la #Russie  d'Avoir invité plusieurs jeunes Africains pour observer les élections Présidentielles Russe qui débuteront dans quelques heures. Nous sommes fière de voir les jeunes Africains entrain d'impacter le monde sous nôtre leadership. L'histoire retiendra. https://t.co/crFY0AyWcY,Russie,positif,"remercion,russie,avoir,inviter,plusieurs,jeune,africain,observer,élection,présidentiel,russe,débuter,quelque,heure,fier,voir,jeune,africain,entrain,impacter,monde,sou,nôtre,leadership,histoire,retenir"
Sun Mar 18 16:21:41 +0000 2018,Depardieu a voté en Russie https://t.co/OYhr1e0Nfd,NO HASHTAG,neutre,"depardieu,avoir,voter,russie"
Sun Mar 18 16:20:00 +0000 2018,French actor Gerard Depardieu votes in #RussianPresidentialElection https://t.co/31OC5opboO,RussianPresidentialElection,neutre,"french,actor,gerard,depardieu,vote,in,russianpresidentialelection"
Tue Mar 13 15:26:32 +0000 2018,"Pour la coupe du monde plus d’1,5 million d’euros ont été alloués pour faire disparaître les animaux errants des villes Russes. Des fourrières locales embauchent des chasseurs pour empoisonner les animaux et les récompensent pour le nombre de cadavres qu’ils rapportent. https://t.co/Ws6Q22ya52",NO HASHTAG,positif,"coup,monde,plus,d15,million,deuro,allouer,faire,disparaître,animal,errant,ville,russe,fourrièr,local,embaucher,chasseur,empoisonner,animal,récompenser,nombre,cadavr,quil,rapporter"
Sun Mar 18 14:04:49 +0000 2018,"Tout résumé ! D'ajouter : 
La majorité des allemands veulent désormais la voir partir - Merkel ne se maintenant  que par combinazione politique.
Par contre ce soir la majorité des russes vont sabler la vodka  afin de fêter l'élection de Poutine . https://t.co/IABCPi1khP",NO HASHTAG,positif,"tout,résumer,ajouter,majorité,allemand,vouloir,désormais,voir,partir,merkel,maintenant,combinazion,politique,contrer,soir,majorité,russe,aller,sabler,vodka,afin,fêter,élection,poutin"
Sun Mar 18 16:21:36 +0000 2018,"Dans le genre bourrage d'urnes, celle-là est délicieuse ! :-D #Russie https://t.co/ammlxFnyK0",Russie,neutre,"genre,bourrage,urne,cellelà,délicieux,russie"
Sun Mar 18 15:51:25 +0000 2018,"A little child is stuffing a bundle of ballots into the ballot-box! That's just crazy!
#RussiaElections #Russia #Russia2018 #RussiaElections2018 https://t.co/LpO4xLNBLp","RussiaElections, Russia",neutre,"avoir,little,child,is,stuffing,avoir,bundle,of,ballot,into,the,ballotbox,that,',avoir,just,crazy,russiaelection,russia,russia2018,russiaelections2018"
Sun Mar 18 16:21:34 +0000 2018,"Aux info,Suivez en direct l’élection présidentielle en Russie: https://t.co/gyaOs1VMZa",NO HASHTAG,positif,"infosuivez,direct,lélection,présidentiel,russie"
Sun Mar 18 02:17:23 +0000 2018,"Wladimir Poutine au Grand Trianon de Versailles  en 2017 ? Pourquoi? Sanctions aujour d'hui , pourquoi ?i ?  https://t.co/b2u4Xx9FXD #Histoire",NO HASHTAG,neutre,"wladimir,poutine,grand,trianon,versailler,2017,pourquoi,sanction,aujour,hui,pourquoi,ie,histoire"
Sun Mar 18 16:21:28 +0000 2018,Suivez en direct l’élection présidentielle en Russie https://t.co/lwCFzfiy9D,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie"
Sun Mar 18 16:21:24 +0000 2018,@F_Desouche C'est quoi tous ces articles anti-Poutine sur fds ?,NO HASHTAG,positif,"f_desouche,être,quoi,tou,article,antipoutine,fds"
Sun Mar 18 16:21:24 +0000 2018,Suivez en direct l’élection présidentielle en Russie - https://t.co/SmzDsvg3Bu,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie"
Sun Mar 18 16:21:21 +0000 2018,@henni_mo @Iman_leia Les élections russes...,NO HASHTAG,neutre,"henni_mo,iman_leier,élection,russe"
Sun Mar 18 16:21:16 +0000 2018,@franceinfo = #merdia y en a comme cela ts les jours https://t.co/7h8jHSYVXT,merdia,positif,"franceinfo,merdia,avoir,comme,celer,ts,jour"
Sun Mar 18 16:21:15 +0000 2018,"9. ""Anti-impérialisme"" et vente d'arme à gogo... #Russie https://t.co/2ZiipBUUr1",Russie,neutre,"9,antiimpérialisme,vent,arme,gogo,russie"
Sun Mar 18 16:21:13 +0000 2018,«Ingérence directe» : l'Ukraine empêche les Russes de voter à l'élection présidentielle (PHOTOS) https://t.co/kL21mTzU0i https://t.co/ctyQZkJ5TS,NO HASHTAG,positif,"«,ingérence,direct,»,ukraine,empêcher,russe,voter,élection,présidentiel,photo"
Sun Mar 18 16:21:11 +0000 2018,Suivez en direct l’élection présidentielle en Russie https://t.co/oVQWX33bQ5,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie"
Sun Mar 18 16:23:01 +0000 2018,"Présidentielle russe. Pour augmenter la participation, les urnes se déplacent chez les personnes âgées https://t.co/6WP67SN6E4 https://t.co/P4Edtx3T5j",NO HASHTAG,neutre,"présidentielle,russe,augmenter,participation,urne,déplacer,chez,personne,âgé"
Sun Mar 18 14:31:42 +0000 2018,"Les élections de 2011-2012, l’épouvantail du pouvoir russe https://t.co/eKaJCfYGGk",NO HASHTAG,neutre,"élection,20112012,lépouvantail,pouvoir,russe"
Sun Mar 18 16:23:04 +0000 2018,Je découvre #un continent derrière Poutine.reportage qui change et qui explique ce que l'on ne connaît pas@AnneNivat,un,neutre,"découvrir,continent,derrière,poutinereportage,change,expliquer,connaître,pasannenivat"
Sun Mar 18 16:23:01 +0000 2018,"Présidentielle russe. Pour augmenter la participation, les urnes se déplacent chez les personnes âgées https://t.co/DDgmcq6y7M https://t.co/lnDxY4NWB9",NO HASHTAG,neutre,"présidentielle,russe,augmenter,participation,urne,déplacer,chez,personne,âgé"
Sun Mar 18 16:23:00 +0000 2018,"@actudefense @AnneNivat Je vais être plus claire alors :) Il me semble qu'on peut dire ""voilà comment sont les Russes"", sans ajouter ""contrairement à ce que pensent les Français qui sont incultes"", car en fait pour connaître une ""perception"" (celle des FR), bah bon courage !",NO HASHTAG,positif,"actudefense,annenivat,aller,être,plus,clair,alors,sembler,pouvoir,dire,voilà,comment,russe,sans,ajouter,contrairement,penser,français,inculte,car,faire,connaître,perception,celui,fr,bah,bon,courage"
Sun Mar 18 16:23:00 +0000 2018,"Présidentielle russe. Pour augmenter la participation, les urnes se déplacent chez les personnes âgées https://t.co/j2zfis39MR https://t.co/E0HoWYjK9W",NO HASHTAG,neutre,"présidentielle,russe,augmenter,participation,urne,déplacer,chez,personne,âgé"
Sun Mar 18 11:00:09 +0000 2018,"Nikolaï Rimski-Korsakov, un des plus grands compositeurs russes de la seconde moitié du XIXᵉ siècle, est né le 18 mars 1844... Shéhérazade, Capriccio espagnol, La Grande Pâque russe, Le Coq d'or, Sadko, Flocon de neige, Kitège...@dfweb75
https://t.co/D72qPYeFpP",NO HASHTAG,positif,"nikolaï,rimskikorsakov,plus,grand,compositeur,russe,second,moitié,xixᵉ,siècle,naître,18,mars,1844,shéhérazade,capriccio,espagnol,grand,pâqu,russe,coq,or,sadko,flocon,neige,kitègedfweb75"
Sun Mar 18 16:22:57 +0000 2018,@FVache @DuncanElora @bernardsala @JRochedy Comme Poutine ? ,NO HASHTAG,positif,"fvache,duncanelora,bernardsala,jrochedy,comme,poutine"
Sun Mar 18 16:22:57 +0000 2018,"#UnContinentDerriérePoutine?

Chelou quand même je zappe pour regarder le doc d'Anne Nivat et ça bugg sur #France5

Les bots russes serait-ils en plein rush ?

#RussiaElections2018 https://t.co/3VnNg73IUw","UnContinentDerriérePoutine, France5",neutre,"uncontinentderriérepoutine,chelou,quand,zapper,regarder,doc,anne,nivat,ça,bugg,france5,bot,russe,seraitils,plein,rush,russiaelections2018"
Sun Mar 18 16:22:56 +0000 2018,Syrie/al-Tanf: la Russie accuse les USA   https://t.co/vP3hzQlHpQ,NO HASHTAG,neutre,"syrie,/,altanf,russie,accuser,user"
Sun Mar 18 16:22:49 +0000 2018,"Si on prend juste les chiffres, #Poutine a autant de gens satisfaits que #Macron de mécontents .. https://t.co/5tM7d1rsdh","Poutine, Macron",positif,"si,prendre,juste,chiffre,poutine,avoir,autant,gen,satisfait,macron,mécontent"
Sun Mar 18 16:22:49 +0000 2018,@DeflaTeam poutine est tellement beau,NO HASHTAG,positif,"deflateam,poutine,tellement,beau"
Sun Mar 18 16:22:39 +0000 2018,@franceinter @Salondulivre Tremble Poutine !,NO HASHTAG,neutre,"franceinter,salondulivre,trembl,poutine"
Sun Mar 18 14:54:13 +0000 2018,"@MarcelinoF54 Et surtout boycotter le stand russe du livre pour montrer 
« Que Jupiter pas content »
Ça leur fait une belle jambe
Il va faire comme Hollande, nous fâcher avec les russes 5 ans 
Bravo, bien joué ",NO HASHTAG,positif,"marcelinof54,surtout,boycotter,stand,russe,livr,montrer,«,jupiter,conter,»,ça,faire,bel,jambe,aller,faire,comme,holland,fâcher,russe,5,an,bravo,bien,jouer"
Sun Mar 18 16:22:28 +0000 2018,La Commission électorale russe visée par une cyberattaque https://t.co/0ST36n9OFk,NO HASHTAG,neutre,"commission,électoral,russe,viser,cyberattaqu"
Sun Mar 18 16:22:24 +0000 2018,"Le #PLQ est l'unique choix dans bien des comtés au Québec, avec des % pas mal plus haut que V.Poutine",PLQ,positif,"plq,unique,choix,bien,comter,québec,mal,plus,haut,vpoutine"
Sat Mar 17 19:55:27 +0000 2018,Et c'est encore et toujours la faute de Poutine : https://t.co/eoweCdrqi6,NO HASHTAG,positif,"être,encore,toujours,faute,poutine"
Sun Mar 18 16:22:14 +0000 2018,"@BenoitLaTortue @fanch_mrl juste un exemple : le PIB de la Russie dépasse à peine celui de l'Espagne. l'importance de ce pays pour ces gens montre la connerie insondable de ces ""patriotes""... merci en tout cas pour cet article très intéressant https://t.co/IVItac3MzN",NO HASHTAG,positif,"benoitlatortue,fanch_mrl,juste,exemple,pib,russie,dépasser,peiner,celui,espagne,importance,pays,gen,montr,connerie,insondable,patrioter,merci,tout,cas,article,très,intéresser"
Fri Mar 16 14:42:22 +0000 2018,Retrouvez le communiqué de presse de l'#UPR sur les nouvelles tensions entre la Grande-Bretagne et la Russie. #Skripal #TeresaMay https://t.co/Vbg1RjcQOg,UPR,positif,"retrouver,communiquer,presse,upr,nouveau,tension,entrer,grandebretagne,russie,skripal,teresamay"
Sun Mar 18 13:59:30 +0000 2018,20) La réponse est à la fois simple et complexe. #Mueller vient d'assigner la firme #Trump pour ses documents sur des liens commerciaux avec la #Russie qu'il a toujours niés. Assigner(= contraindre) signifie que #Mueller n'a plus confiance dans la coopération de la firme Trump...,"Mueller, Trump",positif,"20,réponse,fois,simple,complexe,mueller,venir,assigner,firme,trump,document,lien,commercial,russie,avoir,toujours,nié,assigner,contraindre,signifier,mueller,avoir,plus,confiance,coopération,firme,trump"
Sun Mar 18 16:22:11 +0000 2018,"""On nous a forcés"" : des Russes affirment avoir été contraints de voter à la présidentielle. #Russie #Poutine 
 https://t.co/p2CIovRFE7","Russie, Poutine",positif,"avoir,forcer,russe,affirmer,avoir,contraint,voter,présidentielle,russie,poutine"
Sun Mar 18 07:21:32 +0000 2018,"L'Hebdo Politique: May -  Poutine, l'affaire du poison avec Alain Corvez... https://t.co/dcZz74dmYW via @YouTube",NO HASHTAG,positif,"hebdo,politique,may,poutine,affaire,poison,alain,corvez,via,youtub"
Fri Mar 16 17:23:33 +0000 2018,"""Au Proche Orient Vladimir #Poutine parle avec les Iraniens et les Saoudiens, ce que peu de gens font, il parle avec Israël et le #Hamas, ce qu'à peu près personne ne fait... Il est en confrontation avec les occidentaux mais il n'est pas isolé"". @PascalBoniface #cdanslair https://t.co/iePd3KUjqe",Poutine,positif,"proche,orient,vladimir,poutine,parler,iranien,saoudien,peu,gen,faire,parl,israël,hama,peu,près,personne,faire,confrontation,occidental,être,isolé,pascalbonifac,cdanslair"
Sun Mar 18 16:23:29 +0000 2018,@AnneNivat grâce à vous je découvre la Russie autrement merci pour ce super job. #france5 #CPolitique,"france5, CPolitique",positif,"annenivat,grâce,découvrir,russie,autrement,merci,super,job,france5,cpolitiqu"
Thu Mar 15 21:47:10 +0000 2018,Être impitoyable avec des artistes dans un #SalonduLivre en boycottant le pavillon russe semble  plus facile que d’être impitoyable avec #Poutine et intervenir en Syrie . Et d’autant + inutile que la culture reste le pont le + solide  entre  les peuples.,SalonduLivre,positif,"être,impitoyable,artiste,salondulivr,boycotter,pavillon,russe,sembler,plus,facile,dêtre,impitoyable,poutine,intervenir,syrie,dautant,+,inutile,culture,rester,pont,+,solide,entrer,peuple"
Sun Mar 18 16:24:05 +0000 2018,"@serggi3 @ChLECHEVALIER Partez du principe dans notre camp qu'il y a des personnes pro Poutine dont je ne fais pas partie, cela ne vous a pas échappé et d'autres pro France dont je fais partie avec il est vrai une certaine proximité avec les Américains ! ",NO HASHTAG,positif,"serggi3,chlechevalier,partir,principe,camp,avoir,personne,pro,poutine,dont,fai,partie,celer,avoir,échapper,autre,pro,france,dont,fai,partie,vrai,certain,proximité,américain"
Sun Mar 18 16:24:00 +0000 2018,"Alors que le torchon brûle entre Londres et Moscou après l’empoisonnement d’un ex-agent Russe, retour sur le destin d’un espion nommé Poutine. Du garçonnet de Leningrad fasciné par le KGB au Président tout puissant ‍♂️ 
 C’est ce soir dans #19hLD https://t.co/yvBfOsAfdN",NO HASHTAG,positif,"alors,torchon,brûler,entrer,londre,moscou,après,lempoisonnement,dun,exagent,russe,retour,destin,dun,espion,nommer,poutine,garçonnet,leningrad,fasciner,kgb,président,tout,puisser,‍,♂,️,cest,soir,19hld"
Sun Mar 18 14:29:40 +0000 2018,"Des sandwichs, des places de concert ou encore des médailles pour les électeurs russes venant voter | Présidentielle en Russie: L'opposition et des ONG dénoncent des milliers d'irrégularité https://t.co/1XXNa0OPZe via @afpfr #Russie #Russie2018",NO HASHTAG,neutre,"sandwich,placer,concert,encore,médaill,électeur,russe,venir,voter,|,présidentiel,russie,opposition,ong,dénoncer,millier,irrégularité,via,afpfr,russie,russie2018"
Sun Mar 18 16:23:59 +0000 2018,@LucasBarrand On y va tout droit. Les anglo-saxons contre la Russie.,NO HASHTAG,positif,"lucasbarrand,aller,tout,droit,anglosaxon,contrer,russie"
Sun Mar 18 09:41:35 +0000 2018,"Jours mornes? Veille de Noël et jours suivants: Occupation russe à Kaboul,prise d’otage Airbus Alger-Marseille,tempête de 1999, Tsunami 2005 etc,etc. https://t.co/qhPtDoZ7Qd",NO HASHTAG,neutre,"jour,morne,veill,noël,jour,suivant,occupation,russe,kaboulprise,dotage,airbus,algermarseilletempêt,1999,tsunami,2005,etcetc"
Sun Mar 18 09:29:34 +0000 2018,"@NamiasRobert En gros le gars se paluche sur l'air de ""la passion du travail les jours fériés"", alors que tout journaliste vous dira que ce sont des journées mornes et propices aux marronniers. En plus il ment, les Noël et fériés sont récupérés.",NO HASHTAG,positif,"namiasrobert,gros,gar,paluch,air,passion,travail,jour,férier,alors,tout,journaliste,dire,journé,morne,propice,marronnier,plus,mentir,noël,férié,récupérer"
Sun Mar 18 16:23:54 +0000 2018,"Victoire d'Erdogan avec la complicité des États-Unis, de l'Europe et de la Russie, et une aubaine pour Daech. Pitoyable #Afrin  https://t.co/XIBH1R5wuF",NO HASHTAG,positif,"victoire,erdogan,complicité,étatsunis,europe,russie,aubaine,daech,pitoyable,afrin"
Sun Mar 18 16:23:52 +0000 2018,Euuuh ! Je crois que #Poutine s'en fout là https://t.co/DHcRxK2cWC,Poutine,neutre,"euuuh,croire,poutine,si,foutre,là"
Sun Mar 18 16:23:51 +0000 2018,Je trouve ça rigolo les mecs qui vont faire de la politique à l'étranger... Presque aussi risible que Depardieu qui part vivre en Algérie et qui vote pour la présidentielle russe... https://t.co/Bi4GpJ019L,NO HASHTAG,positif,"trouver,ça,rigolo,mec,aller,faire,politique,étranger,presque,aussi,risible,depardieu,part,vivre,algérie,vote,présidentiel,russe"
Sun Mar 18 16:20:06 +0000 2018,"Ha sido un honor compartir hoy en Barcelona este acontecimiento con tantos catalanes que quieren convivència y union.Un Cataluña catalana,española y europea! Mes seny i unió .Per una Catalunya catalana,espanyola i europea! Gracies  Barcelona! @Societatcc https://t.co/vDuEW3k7Oq",NO HASHTAG,neutre,"ha,sido,honor,compartir,hoy,barcelona,este,acontecimiento,con,tanto,catalane,quieren,convivència,unionun,cataluña,catalanaespañola,europea,seny,ie,unió,per,una,catalunya,catalanaespanyola,ie,europeer,graci,barceloner,societatcc"
Sun Mar 18 16:23:45 +0000 2018,Le grand jour de l’élection présidentielle russe de 2018 EN DIRECT: https://t.co/TYW9d8oRWv via @sputnik_fr,NO HASHTAG,positif,"grand,jour,lélection,présidentiel,russe,2018,direct,via,sputnik_fr"
Sun Mar 18 16:23:44 +0000 2018,Suivez en direct l’élection présidentielle en Russie by  via Le https://t.co/176XFSmSu4 - Actualités et Infos en France et dans le monde https://t.co/VzDnZBuhnt,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie,by,via,actualité,info,france,monder"
Sun Mar 18 16:23:42 +0000 2018,"La politique menée n'est pas la même, donc ne vous foutez pas de notre gueule ! https://t.co/YbRXLDsHjN",NO HASHTAG,positif,"politique,mener,être,donc,foutre,gueul"
Sun Mar 18 16:23:35 +0000 2018,Élections russes    https://t.co/gSm4ApFgH4,NO HASHTAG,neutre,"élection,russe"
Sun Mar 18 08:06:30 +0000 2018,"Бедная женщина(( еле впихнула пачку бюллетеней.

Краснодарский край. Участок № 4910 https://t.co/dwCPXiB8hu",NO HASHTAG,neutre,"бедная,женщина,еле,впихнула,пачку,бюллетеней,краснодарский,край,участок,№,4910"
Sun Mar 18 16:23:30 +0000 2018,"Si toi aussi tu as reconnu Oleg (@CostaRonin ) de #TheAmericans dans
#homeland et que du coup tu sais que tout est piloté par les Russes  https://t.co/4eM7ceWblq","TheAmericans, homeland",positif,"si,aussi,reconnaître,oleg,costaronin,theamerican,homeland,coup,savoir,tout,piloter,russe"
Sun Mar 18 16:23:30 +0000 2018,Poutine ou Trumps — poutine https://t.co/BKltjnwyK6,NO HASHTAG,neutre,"poutine,trumps,--,poutine"
Sun Mar 18 16:23:27 +0000 2018,Ni Bachar ni Daesh : Poutine assassin.  Solidarité avec la #Ghouta https://t.co/TU5p9xWYaC,Ghouta,positif,"ni,bachar,ni,daesh,poutine,assassin,solidarité,ghouta"
Sun Mar 18 13:21:32 +0000 2018,Election Russe : Clash entre Jean-Pierre Thomas et le consultant de BFM TV Anthony Bellanger qualifié de haineux... https://t.co/MPJ2dQDyFe,NO HASHTAG,positif,"election,russe,clash,entrer,jeanpierre,thomas,consulter,bfm,tv,anthony,bellanger,qualifier,haineux"
Sat Mar 17 10:30:31 +0000 2018,"""#Poutine n'est pas notre adversaire. Je me souviens de l'intervention des #Russes en #Syrie pour que les Chrétiens d'Orient soient sauvés."" Voilà l'art de comment mettre en PLS les journalistes français ! #Patriosphère #Nationaux @ivanrioufol
 https://t.co/GdmHgmnWbt","Poutine, Russes, Syrie",positif,"poutine,être,adversair,souvenir,intervention,russe,syrie,chrétien,orient,sauver,voilà,art,comment,mettre,pls,journaliste,français,patriosphèr,national,ivanrioufol"
Sun Mar 18 16:23:27 +0000 2018,"#RussianElections2018 taux de participation en hausse 51,9% Vladimir #Poutine devrait être réélue @i24NEWS_FR","RussianElections2018, Poutine",positif,"russianelections2018,taux,participation,hausser,519,vladimir,poutine,devoir,être,réélire,i24news_fr"
Sun Mar 18 16:23:26 +0000 2018,"@Eyrieux_07 Une élection avec une opposition en prison (ou éliminée) , et du bourrage d’urnes, ça peut donner 100% ou 70 % ( ça fait plus sérieux) . C’est tout simplement la réalité du pouvoir russe sous Poutine.",NO HASHTAG,positif,"eyrieux_07,élection,opposition,prison,éliminer,bourrage,durn,ça,pouvoir,donner,100,70,ça,faire,plus,sérieux,cest,tout,simplement,réalité,pouvoir,russe,sou,poutine"
Sun Mar 18 16:23:21 +0000 2018,"Poutine, l'incontournable patron de la Russie - L'Express https://t.co/CqzYePTpsX https://t.co/jN3cOv8pkm",NO HASHTAG,neutre,"poutine,incontournable,patron,russie,express"
Sun Mar 18 16:23:16 +0000 2018,Suivez en direct l’élection présidentielle en Russie https://t.co/joAwrhCvFv #Lemonde,Lemonde,positif,"suivre,direct,lélection,présidentiel,russie,lemond"
Sat Mar 17 17:29:40 +0000 2018,"C'est Al Ghouta.
Qu'Allah descende Sa colère sur le palais de Bashar et de Poutine ! 

Amin ya rabb !!! https://t.co/I326Icwmgt",NO HASHTAG,neutre,"être,al,ghouta,allah,descendre,colère,palais,bashar,poutine,amin,ya,rabb"
Sun Mar 18 16:23:10 +0000 2018,Fraudes et bourrages d'urnes ...   #Невыборы2018 #РФ #Россия #Russie #Russia #Москва  Les membres de la Commission jette dans l'urne tout un paquet de bulletins de vote https://t.co/F7CwedIDGy,"Невыборы2018, РФ, Россия, Russie, Russia, Москва",neutre,"fraude,bourrage,urne,невыборы2018,рф,россия,russie,russia,москва,membre,commission,jeter,urne,tout,paquet,bulletin,vote"
Sun Mar 18 10:30:42 +0000 2018,"УИК 380. Республика Дагестан.

Члены комиссии дождалась, когда участок опустеет, притащили и закинули целую пачку бюллетеней. https://t.co/WFw3ZElEDL",NO HASHTAG,neutre,"уик,380,республика,дагестан,члены,комиссии,дождалась,когда,участок,опустеет,притащили,и,закинули,целую,пачку,бюллетеней"
Sun Mar 18 16:25:05 +0000 2018,Suivez en direct l’élection présidentielle en Russie https://t.co/iu6efH47q0 https://t.co/eWBx30VV3v,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie"
Sun Mar 18 15:19:48 +0000 2018,"Discussion avec couple de voisins :
""nos potes pro Navalny sont tous alles voter Poutine"".
.
. 
On ne remerciera jamais assez les occidentaux.
#Poutine #Poutine2018",NO HASHTAG,positif,"discussion,coupler,voisin,pot,pro,navalny,tou,alle,voter,poutine,remercier,jamais,assez,occidental,poutine,poutine2018"
Sun Mar 18 16:25:05 +0000 2018,Suivez en direct l’élection présidentielle en Russie https://t.co/4k73G6su61 https://t.co/7x3t3H5C2k,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie"
Sun Mar 18 16:24:29 +0000 2018,"Sont balèzes sur #BFMTV
Ils font des reportages sur les  #RussiaElections2018 en dénonçant la propagande pro #Poutine dans les médias Russes 
La poutre, l'oeil, toussa","BFMTV, RussiaElections2018",positif,"balès,bfmtv,faire,reportag,russiaelections2018,dénoncer,propagande,pro,poutine,média,russe,poutre,oeil,tousser"
Sun Mar 18 16:25:03 +0000 2018,Suivez en direct l’élection présidentielle en Russie https://t.co/SjA6dTCMly https://t.co/wLTpdw9WDY,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie"
Sun Mar 18 16:25:02 +0000 2018,Des irrégularités signalées lors de la présidentielle en Russie - https://t.co/g3Lx9nX9nj,NO HASHTAG,neutre,"irrégularité,signaler,lors,présidentielle,russie"
Sun Mar 18 16:24:59 +0000 2018,Fraudes et bourrages d'urnes ...   #Невыборы2018 #РФ #Россия #Russie #Russia #Москва https://t.co/VbingAhYYL,"Невыборы2018, РФ, Россия, Russie, Russia, Москва",neutre,"fraude,bourrage,urne,невыборы2018,рф,россия,russie,russia,москва"
Sun Mar 18 16:23:14 +0000 2018,"#Невыборы2018
Вброс на участке №2507 на улице Куйбышева, 29!
Парень в серой куртке опускает в КОИБ два бюллетеня под комментарии комиссии. Видео: https://t.co/iievZ4yYGQ",Невыборы2018,neutre,"невыборы2018,вброс,на,участке,№,2507,на,улице,куйбышева,29,парень,в,серой,куртке,опускает,в,коиб,два,бюллетеня,под,комментарии,комиссии,видео"
Sun Mar 18 16:24:55 +0000 2018,"Les images surréalistes partagées par l'opposant n°1 à Poutine sur les accusations de fraude électorale 
https://t.co/QXkG3d6luO",NO HASHTAG,neutre,"image,surréaliste,partagée,opposer,°,1,poutine,accusation,frauder,électoral"
Sun Mar 18 16:24:53 +0000 2018,Et voilà! #Macron boude le stand #Russie au #salondulivre2018 et #Poutine nous renvoie le #MoscouParis ! ❄,"Macron, Russie, salondulivre2018, Poutine, MoscouParis",neutre,"voilà,macron,bouder,stand,russie,salondulivre2018,poutine,renvoyer,moscouparis,❄"
Sun Mar 18 16:24:51 +0000 2018,la 5 diffue une émission anti Poutine,NO HASHTAG,neutre,"5,diffue,émission,anti,poutine"
Sun Mar 18 16:24:50 +0000 2018,".@pierrehaski à propos des relations entre la Russie et l'Occident : ""aujourd'hui, on ne sait pas comment qualifier cette période dans laquelle nous sommes entrés"" #Skripal 
https://t.co/me6QeVKCWW https://t.co/FpEShhtv7D",NO HASHTAG,positif,"pierrehaski,propos,relation,entrer,russie,occident,aujourd'huie,savoir,comment,qualifier,période,lequel,entrer,skripal"
